image_id,blur_variance,brightness_mean,contrast_std,blur_flag,low_light_flag,poor_contrast_flag,overall_readability,annotation_method
b7b19aea24e5612f,282411.6,93.8,55.4,0,0,0,0.692,AUTO_CV_METRIC
cf15d00333bf8a8a,586161.8,116.3,64.5,0,0,0,0.806,AUTO_CV_METRIC
dba79726d7642d43,893502.4,107.1,60.0,0,0,0,0.75,AUTO_CV_METRIC
3cfa8c040e637f77,292552.8,98.8,56.8,0,0,0,0.71,AUTO_CV_METRIC
718db11a30d7bd95,538586.1,117.8,63.9,0,0,0,0.799,AUTO_CV_METRIC
fcbe567075722826,320328.1,108.4,55.5,0,0,0,0.693,AUTO_CV_METRIC
a49b5beff722669d,442509.6,110.1,58.3,0,0,0,0.728,AUTO_CV_METRIC
cfdbb14af2eac0e0,578792.4,99.1,58.5,0,0,0,0.731,AUTO_CV_METRIC
c67d5b9acc219634,534109.3,104.5,56.6,0,0,0,0.707,AUTO_CV_METRIC
810a2e2e21761fc9,686313.6,102.2,57.8,0,0,0,0.723,AUTO_CV_METRIC
e72bf2b64bbec39f,408499.7,121.6,65.9,0,0,0,0.824,AUTO_CV_METRIC
56f0b66c7fe93947,443759.3,115.3,64.3,0,0,0,0.803,AUTO_CV_METRIC
d33c40dc6778163f,344432.3,103.8,59.5,0,0,0,0.744,AUTO_CV_METRIC
9f4eb4896a6db0bc,433021.6,109.9,56.5,0,0,0,0.706,AUTO_CV_METRIC
4cc7e775bd000288,729575.3,119.7,67.7,0,0,0,0.846,AUTO_CV_METRIC
c2f0e7be0a0ff626,476412.2,105.4,55.7,0,0,0,0.696,AUTO_CV_METRIC
98a367b7bd8d11de,440146.7,105.2,61.4,0,0,0,0.768,AUTO_CV_METRIC
ae1a30b8ed1fb940,428884.4,121.2,52.3,0,0,0,0.653,AUTO_CV_METRIC
69a9befbf6b4ecf8,411471.0,99.0,61.7,0,0,0,0.771,AUTO_CV_METRIC
096a678be2f084ec,318814.5,138.8,45.9,0,0,0,0.574,AUTO_CV_METRIC
28ac654be4f4977d,326896.8,121.7,53.3,0,0,0,0.666,AUTO_CV_METRIC
495e0e0a923b61c6,483804.9,140.3,48.6,0,0,0,0.608,AUTO_CV_METRIC
8b50fc1e15fcc9f4,130941.2,145.7,52.0,0,0,0,0.649,AUTO_CV_METRIC
bd0945af49c20efb,664503.2,103.5,56.5,0,0,0,0.706,AUTO_CV_METRIC
91c7e024759e7abe,422301.8,125.9,53.8,0,0,0,0.672,AUTO_CV_METRIC
c21a47913efea4c1,502448.2,134.5,47.8,0,0,0,0.598,AUTO_CV_METRIC
129b725518406f2c,227930.2,142.4,43.3,0,0,0,0.541,AUTO_CV_METRIC
f6d49dffbf19f0d3,538216.4,120.2,49.0,0,0,0,0.613,AUTO_CV_METRIC
4aba02f94bdeb7c6,226937.3,148.3,40.4,0,0,0,0.505,AUTO_CV_METRIC
2e96bae99630c7f6,409828.7,141.2,47.5,0,0,0,0.594,AUTO_CV_METRIC
3a8647cef1343674,390320.5,108.9,52.6,0,0,0,0.658,AUTO_CV_METRIC
3acd7039ce559cfe,841684.0,99.5,56.8,0,0,0,0.71,AUTO_CV_METRIC
44c2f70142d520ba,294899.4,146.0,47.5,0,0,0,0.593,AUTO_CV_METRIC
e3fb1a6471e08d08,364476.3,137.3,46.6,0,0,0,0.582,AUTO_CV_METRIC
c1453b51ebe6fcec,186855.1,121.4,50.9,0,0,0,0.636,AUTO_CV_METRIC
2702cb60262a1ab6,188321.6,140.9,42.8,0,0,0,0.535,AUTO_CV_METRIC
c57d8270696e1ea9,352491.8,122.2,49.3,0,0,0,0.616,AUTO_CV_METRIC
ee0d2bb5cc4c50e4,202677.0,144.5,49.2,0,0,0,0.615,AUTO_CV_METRIC
c43eea3578787f75,724808.6,129.0,56.4,0,0,0,0.704,AUTO_CV_METRIC
fac86108002f9906,637829.0,112.4,52.2,0,0,0,0.652,AUTO_CV_METRIC
ad1797a946e59bb4,425535.3,140.6,47.8,0,0,0,0.597,AUTO_CV_METRIC
59d0575fef97d1ac,569116.1,112.9,50.7,0,0,0,0.634,AUTO_CV_METRIC
3fc7b91a30549dd6,350530.8,140.2,43.3,0,0,0,0.541,AUTO_CV_METRIC
a90632b2b49f8006,456833.1,131.0,48.4,0,0,0,0.605,AUTO_CV_METRIC
911a5d007598c573,570248.7,116.9,52.8,0,0,0,0.661,AUTO_CV_METRIC
3f3357fbc6c64a43,500665.3,148.3,53.4,0,0,0,0.668,AUTO_CV_METRIC
1c226c4ff6bba48b,644946.7,112.2,51.8,0,0,0,0.648,AUTO_CV_METRIC
00f4a68917974765,153628.9,146.6,39.9,0,0,0,0.499,AUTO_CV_METRIC
801a5a0b2e0d1afe,323654.0,141.5,40.6,0,0,0,0.508,AUTO_CV_METRIC
e76140d5e6c00776,238317.8,102.8,50.5,0,0,0,0.631,AUTO_CV_METRIC
7b81245b1a7c9d49,413930.8,112.2,51.7,0,0,0,0.646,AUTO_CV_METRIC
37fd6e72b6aefc67,390792.3,129.8,43.7,0,0,0,0.546,AUTO_CV_METRIC
4354c92c83a7d061,367742.5,123.1,48.2,0,0,0,0.602,AUTO_CV_METRIC
da22fa7892e3da02,348886.9,111.5,49.2,0,0,0,0.615,AUTO_CV_METRIC
5fe6ecbc9acd6cef,563940.6,111.2,51.2,0,0,0,0.64,AUTO_CV_METRIC
cda1b5a8e6157d09,196165.4,109.4,50.5,0,0,0,0.631,AUTO_CV_METRIC
c08f82de5f93c1bf,231248.2,114.6,48.9,0,0,0,0.611,AUTO_CV_METRIC
4e108761d66c7faf,430830.9,125.1,45.7,0,0,0,0.571,AUTO_CV_METRIC
0811ccf6f93a09ad,374748.3,103.3,53.1,0,0,0,0.663,AUTO_CV_METRIC
fb8e9ff85e96a6ac,383679.6,122.7,49.1,0,0,0,0.613,AUTO_CV_METRIC
2fc621459fda8628,471724.1,109.0,51.4,0,0,0,0.642,AUTO_CV_METRIC
679530b6e74213fc,389517.7,131.0,45.3,0,0,0,0.567,AUTO_CV_METRIC
783b2a568958469c,390035.1,109.8,52.9,0,0,0,0.661,AUTO_CV_METRIC
c11160d062bb6227,365188.7,121.1,47.2,0,0,0,0.59,AUTO_CV_METRIC
a5a8fc369839f853,396437.6,110.9,52.0,0,0,0,0.651,AUTO_CV_METRIC
317ac95cfaa66a0b,215432.4,107.1,52.7,0,0,0,0.659,AUTO_CV_METRIC
45e3142f1cfd55a6,355118.0,115.8,52.7,0,0,0,0.658,AUTO_CV_METRIC
cfc30ba4c34678e1,504621.2,110.8,59.0,0,0,0,0.737,AUTO_CV_METRIC
2a31ca7973f0c11f,516537.8,123.0,47.4,0,0,0,0.592,AUTO_CV_METRIC
eb9a0e80c0b45956,511169.5,108.8,51.4,0,0,0,0.643,AUTO_CV_METRIC
77ed3f87039dc8a6,524880.1,107.6,51.8,0,0,0,0.648,AUTO_CV_METRIC
6660f3cf84b3c4c0,403823.3,111.5,52.0,0,0,0,0.649,AUTO_CV_METRIC
b1ef49858d9d4ddf,230474.4,134.3,42.3,0,0,0,0.528,AUTO_CV_METRIC
d8d209eb19e6b2fd,520641.8,111.8,52.4,0,0,0,0.655,AUTO_CV_METRIC
9945f767475132a8,369819.7,110.3,52.0,0,0,0,0.651,AUTO_CV_METRIC
e8f14c76ac5ff2de,326458.2,121.7,47.3,0,0,0,0.591,AUTO_CV_METRIC
5e2d8af7a02f0e4a,404637.8,129.7,46.9,0,0,0,0.587,AUTO_CV_METRIC
5e36af4667fb7746,420541.4,124.7,46.0,0,0,0,0.575,AUTO_CV_METRIC
5730f8265b9cf6b6,459970.1,109.7,54.1,0,0,0,0.676,AUTO_CV_METRIC
3c06d28109017819,488149.8,117.8,53.0,0,0,0,0.663,AUTO_CV_METRIC
4588d3449013929f,337215.2,117.8,51.4,0,0,0,0.642,AUTO_CV_METRIC
e5e773588a0f0c24,358186.9,110.4,65.6,0,0,0,0.82,AUTO_CV_METRIC
64153c07289b7670,266218.5,116.8,51.1,0,0,0,0.639,AUTO_CV_METRIC
52e8bf0527930761,459259.4,119.0,54.9,0,0,0,0.686,AUTO_CV_METRIC
53014387ea056dee,466339.9,119.2,52.2,0,0,0,0.653,AUTO_CV_METRIC
a2fb2c1c67d9702b,326142.5,101.5,59.2,0,0,0,0.74,AUTO_CV_METRIC
d430778a581795e9,299885.1,92.9,60.5,0,0,0,0.757,AUTO_CV_METRIC
bcc8e8cb0dccde9d,579557.7,119.4,56.3,0,0,0,0.703,AUTO_CV_METRIC
5fd10420c47a8ca6,666518.6,124.3,56.3,0,0,0,0.703,AUTO_CV_METRIC
62393ad3804f9456,365382.7,118.1,51.8,0,0,0,0.648,AUTO_CV_METRIC
c4d0ce3ee429307d,306397.8,119.5,49.4,0,0,0,0.617,AUTO_CV_METRIC
db4ccd3718cfafd3,432453.8,117.6,51.5,0,0,0,0.644,AUTO_CV_METRIC
8ff03be54f1a93b3,437653.3,116.5,51.7,0,0,0,0.647,AUTO_CV_METRIC
456870524fbfce5f,399129.8,103.2,60.8,0,0,0,0.76,AUTO_CV_METRIC
52887462b4d74135,293184.8,117.1,51.0,0,0,0,0.637,AUTO_CV_METRIC
8a9932ea141363a3,556951.4,102.8,63.2,0,0,0,0.79,AUTO_CV_METRIC
5aa2ee2c06557922,339116.8,109.7,62.7,0,0,0,0.784,AUTO_CV_METRIC
a150a0d35ce7fdb9,345114.8,114.7,51.6,0,0,0,0.645,AUTO_CV_METRIC
5fc963d78b225e61,312975.5,121.6,49.3,0,0,0,0.616,AUTO_CV_METRIC
c2299902c9897bec,388991.9,120.8,53.2,0,0,0,0.665,AUTO_CV_METRIC
a548c8e949112536,397764.0,130.0,53.7,0,0,0,0.671,AUTO_CV_METRIC
9c79dba58c6d9e3a,619341.1,118.8,52.1,0,0,0,0.651,AUTO_CV_METRIC
7818399624cc07b5,445702.9,117.2,51.2,0,0,0,0.64,AUTO_CV_METRIC
8cd61bb0847e35ff,526330.6,126.6,52.5,0,0,0,0.656,AUTO_CV_METRIC
ce93c9287f5585cd,465379.5,101.9,62.1,0,0,0,0.776,AUTO_CV_METRIC
a97bf65676645e12,344883.4,127.7,52.7,0,0,0,0.659,AUTO_CV_METRIC
3df7ed69d2718628,384634.1,119.8,53.5,0,0,0,0.668,AUTO_CV_METRIC
2181373deb0aed66,478009.9,120.4,60.5,0,0,0,0.757,AUTO_CV_METRIC
a2d4d1d8e7290dbc,543705.6,126.9,51.7,0,0,0,0.647,AUTO_CV_METRIC
eebac19ef784b74d,299389.6,123.6,44.3,0,0,0,0.554,AUTO_CV_METRIC
c846d438d441192f,406285.8,123.5,57.3,0,0,0,0.716,AUTO_CV_METRIC
7c6ebcc9b217fed0,445487.6,127.2,60.0,0,0,0,0.749,AUTO_CV_METRIC
14ac20f0457ae664,221626.5,125.3,47.7,0,0,0,0.596,AUTO_CV_METRIC
f8bb2f073ee283cb,297037.5,112.3,58.2,0,0,0,0.728,AUTO_CV_METRIC
c7f1189b0184fd03,550231.4,129.3,51.0,0,0,0,0.638,AUTO_CV_METRIC
bb72eecb2aba1c26,396679.5,118.5,60.3,0,0,0,0.753,AUTO_CV_METRIC
4d3f02aab5b6ce0f,515819.0,135.0,49.1,0,0,0,0.614,AUTO_CV_METRIC
2323fec66ab00f12,548515.1,126.1,57.3,0,0,0,0.716,AUTO_CV_METRIC
31e21a557dae5298,412177.2,121.5,61.8,0,0,0,0.773,AUTO_CV_METRIC
384db085b2e483c0,508644.8,132.3,52.6,0,0,0,0.658,AUTO_CV_METRIC
9953523086463e14,424330.3,127.0,51.4,0,0,0,0.643,AUTO_CV_METRIC
fab60c09ae9960bc,637015.6,125.4,56.4,0,0,0,0.705,AUTO_CV_METRIC
091edbd1ee2fb3aa,409298.2,126.8,54.3,0,0,0,0.679,AUTO_CV_METRIC
f311b8124acd04f2,534355.5,124.2,61.3,0,0,0,0.766,AUTO_CV_METRIC
4432716708229e3c,549858.8,128.3,50.7,0,0,0,0.634,AUTO_CV_METRIC
3e080f415d709e4a,559537.4,124.6,56.0,0,0,0,0.7,AUTO_CV_METRIC
154d82e441883acb,225640.9,111.4,57.7,0,0,0,0.721,AUTO_CV_METRIC
8329cc9905783587,495830.9,128.2,51.3,0,0,0,0.641,AUTO_CV_METRIC
c9332c1a7f96e3d2,453112.6,130.3,49.8,0,0,0,0.623,AUTO_CV_METRIC
ad5a0b8f571e83d8,240048.2,118.6,62.0,0,0,0,0.775,AUTO_CV_METRIC
6eb92d71d85066c8,325365.1,138.8,41.6,0,0,0,0.52,AUTO_CV_METRIC
cf753d96192fb27f,481423.8,131.0,52.5,0,0,0,0.657,AUTO_CV_METRIC
d879a8c700914784,178424.6,108.5,47.8,0,0,0,0.597,AUTO_CV_METRIC
a18f1f027f492928,219049.3,130.8,44.0,0,0,0,0.551,AUTO_CV_METRIC
a5ae58da2601e206,267960.9,135.5,49.9,0,0,0,0.624,AUTO_CV_METRIC
71bd1da3bfc53075,267953.0,131.3,47.0,0,0,0,0.588,AUTO_CV_METRIC
b7bb3231501a5612,328988.7,134.9,46.6,0,0,0,0.582,AUTO_CV_METRIC
d79e4fe11913a333,487386.4,121.4,49.1,0,0,0,0.614,AUTO_CV_METRIC
2566072fa142d29c,146870.6,108.8,43.3,0,0,0,0.541,AUTO_CV_METRIC
159d6a47cec9c173,197096.2,105.1,49.6,0,0,0,0.62,AUTO_CV_METRIC
9122879fc61bb487,288463.1,130.3,46.0,0,0,0,0.576,AUTO_CV_METRIC
3d714e494c10f653,177554.4,126.5,47.2,0,0,0,0.59,AUTO_CV_METRIC
546f7b8b691bd1f3,210023.5,134.1,42.7,0,0,0,0.533,AUTO_CV_METRIC
6b7d664df9861674,483151.4,134.9,50.9,0,0,0,0.637,AUTO_CV_METRIC
408278d56ce7ad41,732317.9,104.4,62.7,0,0,0,0.784,AUTO_CV_METRIC
db14559134dbe3a9,242918.2,135.1,45.5,0,0,0,0.569,AUTO_CV_METRIC
839fb52f55d8aa80,339031.7,97.2,57.9,0,0,0,0.724,AUTO_CV_METRIC
892610c3bd82cdd9,358584.8,111.5,62.4,0,0,0,0.78,AUTO_CV_METRIC
471a2b52f6354c51,195155.4,144.3,40.4,0,0,0,0.506,AUTO_CV_METRIC
b14933f453b04589,252419.2,136.9,48.4,0,0,0,0.605,AUTO_CV_METRIC
ea80c963d793c1f4,552064.4,106.9,61.2,0,0,0,0.764,AUTO_CV_METRIC
ff03b1e304a0ef5e,145781.0,106.1,44.4,0,0,0,0.555,AUTO_CV_METRIC
5fe23518fd167a0d,280027.2,129.5,47.0,0,0,0,0.587,AUTO_CV_METRIC
9788e1233508830d,155703.9,107.0,45.1,0,0,0,0.564,AUTO_CV_METRIC
38cce791dba90265,428343.9,134.2,52.5,0,0,0,0.657,AUTO_CV_METRIC
587efd65412f0fd7,196123.7,108.8,55.8,0,0,0,0.698,AUTO_CV_METRIC
e5fba0395b2c6a0a,509898.9,105.3,68.1,0,0,0,0.851,AUTO_CV_METRIC
9ef24a72350aa3f4,414688.6,122.6,50.3,0,0,0,0.629,AUTO_CV_METRIC
d7082c319f66b7a2,463622.4,107.2,67.3,0,0,0,0.841,AUTO_CV_METRIC
50d28f931c1326e6,679709.8,105.4,64.6,0,0,0,0.808,AUTO_CV_METRIC
56a5fe28aa337ffc,706130.2,114.4,62.3,0,0,0,0.779,AUTO_CV_METRIC
e42ac68d9115c506,901145.4,104.7,65.3,0,0,0,0.816,AUTO_CV_METRIC
9e89aca3f23b6aaa,668763.2,113.1,58.7,0,0,0,0.734,AUTO_CV_METRIC
57e04f4339c38208,413063.7,102.1,49.5,0,0,0,0.619,AUTO_CV_METRIC
048e52dbef5abf09,566648.9,118.8,51.4,0,0,0,0.643,AUTO_CV_METRIC
b7fb2faa9a576c83,827950.9,102.8,54.7,0,0,0,0.684,AUTO_CV_METRIC
bb89e0df49d9b3c0,338732.3,101.6,59.6,0,0,0,0.745,AUTO_CV_METRIC
b3ee081b1744ac45,1074772.8,109.6,61.3,0,0,0,0.766,AUTO_CV_METRIC
945bf0a11405e67b,498466.8,100.2,49.3,0,0,0,0.616,AUTO_CV_METRIC
f0a7eb32e6bdda82,357963.2,119.4,45.9,0,0,0,0.574,AUTO_CV_METRIC
9a81697f936eddd3,349537.7,125.5,46.4,0,0,0,0.58,AUTO_CV_METRIC
23e868727b221104,459138.4,108.6,54.2,0,0,0,0.678,AUTO_CV_METRIC
3b52a8f4598c6399,886141.6,96.1,61.5,0,0,0,0.769,AUTO_CV_METRIC
cce21162413a930c,505297.8,108.9,53.4,0,0,0,0.668,AUTO_CV_METRIC
ee06fcc4ea06bd90,368989.1,112.7,51.6,0,0,0,0.645,AUTO_CV_METRIC
b5da3a85eaf16796,1134766.4,110.7,62.3,0,0,0,0.779,AUTO_CV_METRIC
6f2035b86d4cbc15,208068.6,114.2,45.9,0,0,0,0.573,AUTO_CV_METRIC
85f6779c51d15c0f,405494.7,99.2,49.9,0,0,0,0.624,AUTO_CV_METRIC
c73c4204e7063c12,240884.7,110.6,46.4,0,0,0,0.58,AUTO_CV_METRIC
b7878ca1d027d4a2,375296.4,110.4,48.9,0,0,0,0.612,AUTO_CV_METRIC
bb3dcdfebf5c6d70,856788.5,96.4,64.8,0,0,0,0.81,AUTO_CV_METRIC
5aa702e6d02242d7,195271.3,117.6,47.9,0,0,0,0.599,AUTO_CV_METRIC
2a9bd6e09e5291d7,596603.6,86.8,61.6,0,0,0,0.77,AUTO_CV_METRIC
076078553157ce98,644129.4,132.1,54.6,0,0,0,0.683,AUTO_CV_METRIC
c00256b6414c2bcb,436408.9,98.7,68.6,0,0,0,0.857,AUTO_CV_METRIC
bd874b379ec97dea,282839.0,104.2,52.0,0,0,0,0.65,AUTO_CV_METRIC
7374f721ee9ba574,731019.2,101.8,56.3,0,0,0,0.704,AUTO_CV_METRIC
32bba670a67f3830,522770.4,101.3,58.7,0,0,0,0.733,AUTO_CV_METRIC
c3e82316ab6a7a41,811207.6,137.9,50.0,0,0,0,0.625,AUTO_CV_METRIC
0a70f61780b3dde4,381600.2,109.2,49.7,0,0,0,0.621,AUTO_CV_METRIC
e874bc56029d41c3,579695.8,106.4,64.2,0,0,0,0.802,AUTO_CV_METRIC
072f71edfc84a38a,295491.5,115.7,46.0,0,0,0,0.575,AUTO_CV_METRIC
23485f685024d9ae,747194.4,124.8,51.5,0,0,0,0.644,AUTO_CV_METRIC
21dba33280602b91,414438.0,97.3,61.3,0,0,0,0.766,AUTO_CV_METRIC
ae17bb62999ff60f,293496.5,113.5,54.5,0,0,0,0.681,AUTO_CV_METRIC
447dab5956a81122,387259.2,116.2,50.2,0,0,0,0.627,AUTO_CV_METRIC
05a5d692eb9e3b13,252681.8,109.6,48.4,0,0,0,0.604,AUTO_CV_METRIC
ba302766f99ae6fd,468785.4,95.2,66.8,0,0,0,0.834,AUTO_CV_METRIC
f8226e4b49d9666b,202849.9,111.5,47.3,0,0,0,0.591,AUTO_CV_METRIC
99bd01729cc4f41e,247935.4,106.9,52.6,0,0,0,0.657,AUTO_CV_METRIC
de34eb7265a8aab5,281426.9,107.0,51.6,0,0,0,0.646,AUTO_CV_METRIC
52255b370ba5dc55,263176.9,109.9,49.9,0,0,0,0.623,AUTO_CV_METRIC
c7f11d98fcd61d43,470613.6,104.1,53.3,0,0,0,0.666,AUTO_CV_METRIC
abc96fb0970c1b86,393595.8,114.2,48.9,0,0,0,0.611,AUTO_CV_METRIC
30fb9d6d350ff048,156471.0,115.9,47.1,0,0,0,0.589,AUTO_CV_METRIC
7e0eb99c2a3602fa,791827.1,100.8,55.9,0,0,0,0.699,AUTO_CV_METRIC
36593d1c941e52be,669190.1,106.5,51.6,0,0,0,0.644,AUTO_CV_METRIC
473630603ffa1d92,657720.0,114.5,45.7,0,0,0,0.571,AUTO_CV_METRIC
e94bedd10ecc5354,1058432.9,106.6,59.9,0,0,0,0.749,AUTO_CV_METRIC
3c1a89351357e871,668926.8,108.0,51.8,0,0,0,0.647,AUTO_CV_METRIC
535615e133a54ade,529530.2,112.4,47.1,0,0,0,0.588,AUTO_CV_METRIC
9e907831d95b55b9,828583.7,114.1,49.4,0,0,0,0.618,AUTO_CV_METRIC
5641b12a5a4da638,763190.9,112.2,56.3,0,0,0,0.704,AUTO_CV_METRIC
31d6d876b9c362ce,482779.3,101.9,52.3,0,0,0,0.654,AUTO_CV_METRIC
ced345abb5a59446,441965.0,111.6,54.2,0,0,0,0.677,AUTO_CV_METRIC
4146052be2c4bb7b,747929.4,103.1,53.0,0,0,0,0.663,AUTO_CV_METRIC
e1a1d829d70c078a,894974.0,99.5,58.4,0,0,0,0.73,AUTO_CV_METRIC
015ccf831afd44fa,803330.1,109.8,52.4,0,0,0,0.655,AUTO_CV_METRIC
bebff83b38b643e8,1112211.6,102.6,60.2,0,0,0,0.752,AUTO_CV_METRIC
35d9ba3bab0bc79c,644372.6,104.6,51.3,0,0,0,0.642,AUTO_CV_METRIC
9628c25763ee5840,795709.1,115.2,49.2,0,0,0,0.614,AUTO_CV_METRIC
83561fde443451ee,533452.8,111.6,47.6,0,0,0,0.595,AUTO_CV_METRIC
c5ddb8634fd1cb21,883184.1,105.1,59.3,0,0,0,0.742,AUTO_CV_METRIC
8423847e2e032f86,397115.4,118.2,53.0,0,0,0,0.663,AUTO_CV_METRIC
52a29ada5a8e3196,784374.8,113.3,53.4,0,0,0,0.667,AUTO_CV_METRIC
769a2cec2be7df35,945280.9,115.1,59.2,0,0,0,0.74,AUTO_CV_METRIC
d68c56e019382cef,876274.6,99.6,59.3,0,0,0,0.741,AUTO_CV_METRIC
a275c7b6a0441389,663763.2,104.6,54.4,0,0,0,0.68,AUTO_CV_METRIC
63f2c14d8065e8d9,854995.9,111.9,54.1,0,0,0,0.676,AUTO_CV_METRIC
ebd7812c1e6e7e5e,747676.5,109.4,51.2,0,0,0,0.64,AUTO_CV_METRIC
0d30c3b7438a90ef,615353.5,101.0,53.5,0,0,0,0.669,AUTO_CV_METRIC
92b3a5f6ce687cd6,546372.2,112.0,48.9,0,0,0,0.611,AUTO_CV_METRIC
b2de424e2b4c444f,493923.4,96.7,69.0,0,0,0,0.862,AUTO_CV_METRIC
85091fbab5b5c0fa,572113.6,125.1,57.1,0,0,0,0.714,AUTO_CV_METRIC
d2af64195e31cc00,614445.6,104.4,65.9,0,0,0,0.823,AUTO_CV_METRIC
3919e52b8f6af228,653906.1,107.9,52.9,0,0,0,0.661,AUTO_CV_METRIC
81c2a8a46e937a61,216566.7,109.4,48.3,0,0,0,0.604,AUTO_CV_METRIC
ae72cc4b211187cd,168576.5,110.7,39.0,0,0,0,0.488,AUTO_CV_METRIC
689d48fa52bcab21,575461.2,98.0,59.5,0,0,0,0.744,AUTO_CV_METRIC
39d86caeaeebd94f,547622.9,103.5,65.2,0,0,0,0.815,AUTO_CV_METRIC
401292de6cf3d510,403310.1,105.4,59.4,0,0,0,0.742,AUTO_CV_METRIC
98199c4bba023309,481918.8,108.4,43.2,0,0,0,0.54,AUTO_CV_METRIC
ef7efeb842a809dc,612521.1,111.3,54.7,0,0,0,0.684,AUTO_CV_METRIC
44c93fff62c3e2c7,356931.1,110.6,50.1,0,0,0,0.626,AUTO_CV_METRIC
3a2d58a37a061c3a,419949.4,103.1,70.7,0,0,0,0.883,AUTO_CV_METRIC
2323c143cbc13eb6,664886.4,110.8,55.4,0,0,0,0.692,AUTO_CV_METRIC
6befba94e66b328c,599860.7,105.5,61.3,0,0,0,0.766,AUTO_CV_METRIC
b3db94a812ae80ac,734274.3,115.9,57.6,0,0,0,0.72,AUTO_CV_METRIC
a4108243382e182e,245525.3,112.9,49.2,0,0,0,0.615,AUTO_CV_METRIC
9683876910a7dab1,322627.9,93.7,60.7,0,0,0,0.759,AUTO_CV_METRIC
f17706033f1a1d6d,791901.3,97.7,56.1,0,0,0,0.701,AUTO_CV_METRIC
38253bbd991c8223,548315.8,97.6,66.3,0,0,0,0.828,AUTO_CV_METRIC
e8acef43c54570fb,657345.4,95.2,50.8,0,0,0,0.634,AUTO_CV_METRIC
9ba6921479ceee30,492422.8,97.8,50.3,0,0,0,0.629,AUTO_CV_METRIC
cee86a928af3c51e,346323.7,116.6,41.1,0,0,0,0.513,AUTO_CV_METRIC
a08e2ba2c6e16178,321048.6,119.5,41.8,0,0,0,0.522,AUTO_CV_METRIC
d86dcf8d030335bb,530450.6,123.9,42.9,0,0,0,0.537,AUTO_CV_METRIC
551faf3a72b302f0,372808.2,119.8,56.1,0,0,0,0.701,AUTO_CV_METRIC
f0c8d0cb2fbd4253,536681.9,118.7,54.6,0,0,0,0.683,AUTO_CV_METRIC
6f243d69507649fc,369967.4,109.5,51.5,0,0,0,0.643,AUTO_CV_METRIC
af6711e5af918bc2,632492.8,117.3,58.8,0,0,0,0.735,AUTO_CV_METRIC
d8352aa467a2239b,490055.4,103.4,44.1,0,0,0,0.551,AUTO_CV_METRIC
8c8b0fbe253da068,323337.2,104.5,65.0,0,0,0,0.813,AUTO_CV_METRIC
ed6b86f5d244db79,765900.8,99.5,59.7,0,0,0,0.747,AUTO_CV_METRIC
69e385112a488309,623111.2,101.4,66.9,0,0,0,0.836,AUTO_CV_METRIC
40d861fa8c7e7956,425906.2,107.9,50.0,0,0,0,0.625,AUTO_CV_METRIC
0f25b825a4af195d,275391.8,111.1,47.6,0,0,0,0.595,AUTO_CV_METRIC
0a83e5734bce97c2,355115.2,108.9,56.7,0,0,0,0.709,AUTO_CV_METRIC
59f1aa68a522d9b3,222889.1,110.1,50.3,0,0,0,0.628,AUTO_CV_METRIC
518922d7527da015,533686.9,111.3,43.0,0,0,0,0.537,AUTO_CV_METRIC
de921b44743c310f,331321.0,117.6,46.8,0,0,0,0.584,AUTO_CV_METRIC
04a9aeca9ed8ca2c,348771.6,92.8,52.8,0,0,0,0.66,AUTO_CV_METRIC
f50af8f9a1208219,467976.7,114.9,54.0,0,0,0,0.675,AUTO_CV_METRIC
60e0ed7a3bce0387,306454.1,117.9,46.5,0,0,0,0.581,AUTO_CV_METRIC
4b72b93f1e2e221c,283156.7,116.3,39.6,0,0,0,0.496,AUTO_CV_METRIC
6b1985fa06f7ef9b,240535.9,113.3,55.4,0,0,0,0.693,AUTO_CV_METRIC
aac758e9597e49e6,351440.4,108.9,48.2,0,0,0,0.603,AUTO_CV_METRIC
4ed438c4e24a9cb7,715398.2,98.6,59.3,0,0,0,0.742,AUTO_CV_METRIC
a996dd4bdb155035,274012.2,113.3,47.7,0,0,0,0.597,AUTO_CV_METRIC
c7d0b20d0c9c6eac,349095.5,109.1,52.5,0,0,0,0.657,AUTO_CV_METRIC
e1d25e3948c5ecd5,389459.0,98.9,54.6,0,0,0,0.683,AUTO_CV_METRIC
2b21d5e45f60ebac,284556.2,113.2,50.0,0,0,0,0.625,AUTO_CV_METRIC
56b878b406861c7e,454618.3,86.7,66.2,0,0,0,0.828,AUTO_CV_METRIC
3b0bd0c5c2fe3462,564397.3,110.7,45.3,0,0,0,0.566,AUTO_CV_METRIC
b06f136804b64de1,244896.4,114.1,46.7,0,0,0,0.584,AUTO_CV_METRIC
b3c7c535671bcbcf,455023.6,110.7,54.6,0,0,0,0.682,AUTO_CV_METRIC
9d532f12677b0f71,317837.9,123.1,51.1,0,0,0,0.639,AUTO_CV_METRIC
8bf8c0271d568be7,190301.5,99.3,53.8,0,0,0,0.672,AUTO_CV_METRIC
829f9da7c6446f91,330456.1,97.0,55.9,0,0,0,0.699,AUTO_CV_METRIC
239c8013988a65ff,253910.2,117.1,53.0,0,0,0,0.662,AUTO_CV_METRIC
994dcbe939b338f5,529002.2,77.0,53.5,0,0,0,0.669,AUTO_CV_METRIC
fdfaa8c048646b52,232859.4,103.2,45.0,0,0,0,0.563,AUTO_CV_METRIC
