product_id,n_images,split,source_dataset
8904004402636,1,train,OpenFoodFacts
8901719123870,1,train,OpenFoodFacts
3948764032707,1,train,OpenFoodFacts
8906010500214,1,train,OpenFoodFacts
8906032018513,1,train,OpenFoodFacts
8906010500016,1,train,OpenFoodFacts
8901491001168,1,train,OpenFoodFacts
8901725118938,1,train,OpenFoodFacts
8901764042300,1,train,OpenFoodFacts
8901764032301,1,test,OpenFoodFacts
0716270001660,1,train,OpenFoodFacts
8901719105913,1,train,OpenFoodFacts
8901719121630,1,train,OpenFoodFacts
8901030831690,1,train,OpenFoodFacts
8901719130014,1,train,OpenFoodFacts
8901491101844,1,train,OpenFoodFacts
8904004400731,1,test,OpenFoodFacts
3948764042904,1,test,OpenFoodFacts
8904004400236,1,train,OpenFoodFacts
8906032018520,1,test,OpenFoodFacts
8904004403718,1,train,OpenFoodFacts
8901499008169,1,train,OpenFoodFacts
7622202225550,1,train,OpenFoodFacts
8906010500818,1,train,OpenFoodFacts
0074305001161,1,train,OpenFoodFacts
3948764032301,1,train,OpenFoodFacts
6291100213146,1,train,OpenFoodFacts
8904004403732,1,val,OpenFoodFacts
09141209,1,train,OpenFoodFacts
8901262010320,1,train,OpenFoodFacts
8901491101837,1,train,OpenFoodFacts
8901058000306,1,train,OpenFoodFacts
8906010501228,1,val,OpenFoodFacts
8901030902932,1,test,OpenFoodFacts
8901719135217,1,train,OpenFoodFacts
8901063093287,1,train,OpenFoodFacts
8901491103794,1,train,OpenFoodFacts
8901499010513,1,train,OpenFoodFacts
8904004402261,1,train,OpenFoodFacts
8901030922787,1,train,OpenFoodFacts
8904327600924,1,train,OpenFoodFacts
3948764032905,1,test,OpenFoodFacts
8903754000062,1,val,OpenFoodFacts
8901491366229,1,train,OpenFoodFacts
8909106018327,1,val,OpenFoodFacts
0846203004878,1,train,OpenFoodFacts
8901063092839,1,train,OpenFoodFacts
8901063014411,1,train,OpenFoodFacts
8901491503051,1,train,OpenFoodFacts
89002940,1,train,OpenFoodFacts
8901207025365,1,train,OpenFoodFacts
8902080504060,1,train,OpenFoodFacts
8902579001360,1,test,OpenFoodFacts
8902579002039,1,test,OpenFoodFacts
4897036693469,1,train,OpenFoodFacts
8901491101813,1,train,OpenFoodFacts
9300633929169,1,test,OpenFoodFacts
8901764012914,1,test,OpenFoodFacts
8901058903164,1,val,OpenFoodFacts
8901725005856,1,train,OpenFoodFacts
8901725015275,1,test,OpenFoodFacts
8901725118921,1,val,OpenFoodFacts
8904004402612,1,train,OpenFoodFacts
8902579203016,1,train,OpenFoodFacts
8906010500870,1,train,OpenFoodFacts
3948764082405,1,train,OpenFoodFacts
3948764092206,1,train,OpenFoodFacts
7622202324321,1,train,OpenFoodFacts
8901491503037,1,val,OpenFoodFacts
8901764012273,1,train,OpenFoodFacts
8901719135088,1,train,OpenFoodFacts
8410076601445,1,train,OpenFoodFacts
8901088068734,1,train,OpenFoodFacts
8906010502973,1,val,OpenFoodFacts
8901123001214,1,train,OpenFoodFacts
8901063019188,1,train,OpenFoodFacts
8906010500047,1,train,OpenFoodFacts
8906017290033,1,train,OpenFoodFacts
3948764012914,1,train,OpenFoodFacts
8901764175091,1,train,OpenFoodFacts
8906017290064,1,train,OpenFoodFacts
4897036691427,1,train,OpenFoodFacts
8901764042270,1,test,OpenFoodFacts
8901063014299,1,val,OpenFoodFacts
89009758,1,test,OpenFoodFacts
8901063139213,1,train,OpenFoodFacts
8901063019201,1,train,OpenFoodFacts
8908003872315,1,train,OpenFoodFacts
8901719135255,1,train,OpenFoodFacts
8901088000451,1,train,OpenFoodFacts
8901491503020,1,train,OpenFoodFacts
8904004403725,1,train,OpenFoodFacts
8901262070546,1,train,OpenFoodFacts
8904043551548,1,test,OpenFoodFacts
8901764032271,1,train,OpenFoodFacts
8906001023043,1,train,OpenFoodFacts
8901058023787,1,train,OpenFoodFacts
8904004400779,1,train,OpenFoodFacts
8903553601613,1,train,OpenFoodFacts
8904004402216,1,val,OpenFoodFacts
8902579103057,1,test,OpenFoodFacts
8901063016873,1,train,OpenFoodFacts
8901063029279,1,train,OpenFoodFacts
8901764092800,1,val,OpenFoodFacts
7622202237393,1,val,OpenFoodFacts
8906010504625,1,val,OpenFoodFacts
5000171010025,1,train,OpenFoodFacts
80768258,1,train,OpenFoodFacts
8901719131219,1,train,OpenFoodFacts
8902080003075,1,train,OpenFoodFacts
8904083303077,1,train,OpenFoodFacts
8904004401554,1,val,OpenFoodFacts
8901063142664,1,train,OpenFoodFacts
8906010502041,1,val,OpenFoodFacts
8904004400694,1,test,OpenFoodFacts
8904071704527,1,val,OpenFoodFacts
8901491504782,1,val,OpenFoodFacts
8906010500276,1,test,OpenFoodFacts
3948764092305,1,train,OpenFoodFacts
8908000794023,1,train,OpenFoodFacts
8901719135224,1,test,OpenFoodFacts
8901491103084,1,val,OpenFoodFacts
8901491100533,1,train,OpenFoodFacts
89009949,1,train,OpenFoodFacts
8901262180115,1,train,OpenFoodFacts
8902080002283,1,train,OpenFoodFacts
8901058023800,1,train,OpenFoodFacts
8901491503013,1,train,OpenFoodFacts
8904004400571,1,train,OpenFoodFacts
3948764072277,1,val,OpenFoodFacts
8906010500894,1,test,OpenFoodFacts
8906010500368,1,train,OpenFoodFacts
8901595863280,1,train,OpenFoodFacts
8906010500030,1,val,OpenFoodFacts
8901595862818,1,train,OpenFoodFacts
8902579002442,1,train,OpenFoodFacts
8901725016296,1,train,OpenFoodFacts
8906010503444,1,val,OpenFoodFacts
8906010500474,1,val,OpenFoodFacts
0070970474088,1,train,OpenFoodFacts
0811594100102,1,test,OpenFoodFacts
4000417224002,1,train,OpenFoodFacts
8992760221028,1,train,OpenFoodFacts
8902080204342,1,test,OpenFoodFacts
8901764022913,1,train,OpenFoodFacts
3948764012273,1,train,OpenFoodFacts
8901725013691,1,train,OpenFoodFacts
8904004403671,1,train,OpenFoodFacts
7622202216695,1,train,OpenFoodFacts
8901719130144,1,train,OpenFoodFacts
8901063012868,1,train,OpenFoodFacts
8909081005251,1,train,OpenFoodFacts
8906010500498,1,val,OpenFoodFacts
8901207900839,1,train,OpenFoodFacts
8904004400250,1,train,OpenFoodFacts
8901071211307,1,train,OpenFoodFacts
8906007280242,1,test,OpenFoodFacts
8901725007508,1,val,OpenFoodFacts
8901764052910,1,test,OpenFoodFacts
8902080364060,1,train,OpenFoodFacts
3948764042270,1,train,OpenFoodFacts
8901030831706,1,train,OpenFoodFacts
8904004400243,1,train,OpenFoodFacts
8901063162464,1,train,OpenFoodFacts
8906006330276,1,train,OpenFoodFacts
8901764012600,1,train,OpenFoodFacts
8901491365703,1,train,OpenFoodFacts
19017198,1,test,OpenFoodFacts
8901719100369,1,train,OpenFoodFacts
8906010503550,1,val,OpenFoodFacts
12111202,1,train,OpenFoodFacts
8902579002299,1,train,OpenFoodFacts
8901058005080,1,train,OpenFoodFacts
8901058009729,1,train,OpenFoodFacts
8902080001828,1,train,OpenFoodFacts
8904335604150,1,train,OpenFoodFacts
8904004400687,1,train,OpenFoodFacts
8906009501031,1,train,OpenFoodFacts
54491496,1,train,OpenFoodFacts
8901262020039,1,train,OpenFoodFacts
0015000047757,1,train,OpenFoodFacts
8901262200189,1,train,OpenFoodFacts
8904004409253,1,train,OpenFoodFacts
8901764362309,1,test,OpenFoodFacts
8901058000269,1,train,OpenFoodFacts
8901088050586,1,test,OpenFoodFacts
8909081005046,1,train,OpenFoodFacts
8906010500429,1,train,OpenFoodFacts
8901063093591,1,train,OpenFoodFacts
8901088047142,1,train,OpenFoodFacts
8901207005527,1,test,OpenFoodFacts
0856069005209,1,train,OpenFoodFacts
8901088000345,1,train,OpenFoodFacts
8904004403800,1,train,OpenFoodFacts
8902080364022,1,train,OpenFoodFacts
8901595863013,1,train,OpenFoodFacts
8906010503529,1,test,OpenFoodFacts
8901030902369,1,test,OpenFoodFacts
7622202309830,1,train,OpenFoodFacts
8904422711365,1,train,OpenFoodFacts
3948063139329,1,train,OpenFoodFacts
8904004404630,1,val,OpenFoodFacts
8901491000789,1,test,OpenFoodFacts
3948764032271,1,val,OpenFoodFacts
8902346012353,1,train,OpenFoodFacts
8901725000622,1,test,OpenFoodFacts
8901030877131,1,val,OpenFoodFacts
8902080404575,1,train,OpenFoodFacts
8902080204588,1,train,OpenFoodFacts
8904327600948,1,train,OpenFoodFacts
8901063092822,1,val,OpenFoodFacts
8901063014404,1,test,OpenFoodFacts
8906004560149,1,train,OpenFoodFacts
7622202252419,1,train,OpenFoodFacts
8901063142015,1,train,OpenFoodFacts
8901491502030,1,train,OpenFoodFacts
0073935942400,1,train,OpenFoodFacts
8906010501242,1,val,OpenFoodFacts
8908005144632,1,train,OpenFoodFacts
8904327600405,1,val,OpenFoodFacts
8901030735097,1,val,OpenFoodFacts
8901491103046,1,test,OpenFoodFacts
8906010503512,1,train,OpenFoodFacts
8906010500092,1,test,OpenFoodFacts
8906001023050,1,train,OpenFoodFacts
8909081001147,1,train,OpenFoodFacts
8901725012953,1,val,OpenFoodFacts
8901595972111,1,val,OpenFoodFacts
8901030702556,1,train,OpenFoodFacts
7622202325960,1,val,OpenFoodFacts
8906010502492,1,train,OpenFoodFacts
7622202318078,1,train,OpenFoodFacts
8901491380010,1,train,OpenFoodFacts
8901088068741,1,train,OpenFoodFacts
5000232192202,1,val,OpenFoodFacts
8901262150088,1,test,OpenFoodFacts
8901262200004,1,train,OpenFoodFacts
3948764092800,1,train,OpenFoodFacts
8901030872693,1,train,OpenFoodFacts
0846203081923,1,val,OpenFoodFacts
8901063028241,1,train,OpenFoodFacts
8901262070676,1,train,OpenFoodFacts
8901207062865,1,test,OpenFoodFacts
8901262020015,1,train,OpenFoodFacts
8901207025372,1,train,OpenFoodFacts
8901262151863,1,train,OpenFoodFacts
0712345678904,1,val,OpenFoodFacts
8906017290774,1,train,OpenFoodFacts
8901262172448,1,train,OpenFoodFacts
8904004400045,1,test,OpenFoodFacts
8901012350010,1,train,OpenFoodFacts
8901491000772,1,train,OpenFoodFacts
8901058003000,1,train,OpenFoodFacts
8901058015171,1,train,OpenFoodFacts
8901764112270,1,val,OpenFoodFacts
8901058016222,1,train,OpenFoodFacts
7622202315152,1,train,OpenFoodFacts
8901058018677,1,train,OpenFoodFacts
8901058017601,1,train,OpenFoodFacts
8906009803777,1,train,OpenFoodFacts
8901262151696,1,train,OpenFoodFacts
8906010500085,1,train,OpenFoodFacts
8906010500269,1,train,OpenFoodFacts
0073893212256,1,train,OpenFoodFacts
3948764175091,1,train,OpenFoodFacts
8901063017627,1,train,OpenFoodFacts
8906010500702,1,train,OpenFoodFacts
8901491103800,1,val,OpenFoodFacts
8901030898105,1,val,OpenFoodFacts
8906009532356,1,train,OpenFoodFacts
8906004560767,1,test,OpenFoodFacts
4897036692455,1,train,OpenFoodFacts
7622202272639,1,train,OpenFoodFacts
8906136651968,1,train,OpenFoodFacts
8904482000003,1,test,OpenFoodFacts
8901719125348,1,train,OpenFoodFacts
18111286,1,train,OpenFoodFacts
3948764111259,1,train,OpenFoodFacts
89000724,1,train,OpenFoodFacts
8904258701707,1,train,OpenFoodFacts
8901719121685,1,val,OpenFoodFacts
8906035030055,1,test,OpenFoodFacts
8904004402247,1,test,OpenFoodFacts
8904043926612,1,train,OpenFoodFacts
8908013982646,1,val,OpenFoodFacts
8901499023339,1,train,OpenFoodFacts
8901207040337,1,train,OpenFoodFacts
8901491001809,1,train,OpenFoodFacts
0850006000012,1,train,OpenFoodFacts
8904043552644,1,train,OpenFoodFacts
8901595863594,1,train,OpenFoodFacts
8903553851377,1,train,OpenFoodFacts
8901058017670,1,train,OpenFoodFacts
8901071706834,1,train,OpenFoodFacts
8901491981552,1,train,OpenFoodFacts
8904109450112,1,train,OpenFoodFacts
8906017290026,1,train,OpenFoodFacts
12345678,1,train,OpenFoodFacts
8901088068758,1,train,OpenFoodFacts
8901262260107,1,train,OpenFoodFacts
8904004400601,1,train,OpenFoodFacts
8906010501952,1,train,OpenFoodFacts
8906009070834,1,test,OpenFoodFacts
8886467122408,1,train,OpenFoodFacts
8901207006241,1,train,OpenFoodFacts
8901764111259,1,train,OpenFoodFacts
8901063163331,1,train,OpenFoodFacts
8903241110434,1,test,OpenFoodFacts
8901512540102,1,train,OpenFoodFacts
8902080364589,1,val,OpenFoodFacts
8901063093089,1,train,OpenFoodFacts
8901030902352,1,train,OpenFoodFacts
8901030987007,1,train,OpenFoodFacts
0846203004885,1,train,OpenFoodFacts
7622202237416,1,train,OpenFoodFacts
8908006989355,1,test,OpenFoodFacts
8901063155534,1,test,OpenFoodFacts
8901764312601,1,train,OpenFoodFacts
8904004401561,1,train,OpenFoodFacts
8901719135477,1,train,OpenFoodFacts
8901764972041,1,train,OpenFoodFacts
7622202344213,1,train,OpenFoodFacts
8904004401134,1,train,OpenFoodFacts
8906001023036,1,val,OpenFoodFacts
8901491367219,1,val,OpenFoodFacts
8901764011252,1,train,OpenFoodFacts
19010588,1,val,OpenFoodFacts
8901491365666,1,train,OpenFoodFacts
8901491981538,1,test,OpenFoodFacts
8902080204021,1,train,OpenFoodFacts
8906069403412,1,train,OpenFoodFacts
8908005144014,1,train,OpenFoodFacts
3948764022913,1,train,OpenFoodFacts
8901063338593,1,train,OpenFoodFacts
8908000861107,1,val,OpenFoodFacts
8901764092152,1,train,OpenFoodFacts
8901030953217,1,val,OpenFoodFacts
8909081001123,1,test,OpenFoodFacts
8904004400021,1,train,OpenFoodFacts
8901030980053,1,train,OpenFoodFacts
8901719129179,1,test,OpenFoodFacts
8901725018016,1,val,OpenFoodFacts
8901719126468,1,train,OpenFoodFacts
8906002006601,1,train,OpenFoodFacts
8906004560262,1,train,OpenFoodFacts
8904071700031,1,train,OpenFoodFacts
8906010502300,1,train,OpenFoodFacts
8901725123123,1,train,OpenFoodFacts
8904004400083,1,train,OpenFoodFacts
8901030779282,1,val,OpenFoodFacts
8886467122439,1,test,OpenFoodFacts
8904071700192,1,val,OpenFoodFacts
8904090906520,1,train,OpenFoodFacts
8901595851218,1,train,OpenFoodFacts
8901262174114,1,test,OpenFoodFacts
8901725104641,1,val,OpenFoodFacts
8902579001438,1,train,OpenFoodFacts
8901117250000,1,train,OpenFoodFacts
8901088136945,1,train,OpenFoodFacts
8908010900070,1,train,OpenFoodFacts
8906010501822,1,train,OpenFoodFacts
3948764052910,1,train,OpenFoodFacts
8906032018919,1,test,OpenFoodFacts
8996001312476,1,train,OpenFoodFacts
8901030919305,1,train,OpenFoodFacts
8901725005986,1,train,OpenFoodFacts
8906032018810,1,train,OpenFoodFacts
8904004404661,1,test,OpenFoodFacts
8906010500511,1,train,OpenFoodFacts
8901764012907,1,val,OpenFoodFacts
3948262200196,1,val,OpenFoodFacts
8901719135156,1,val,OpenFoodFacts
7622202324260,1,train,OpenFoodFacts
8906080604690,1,train,OpenFoodFacts
8901030735110,1,train,OpenFoodFacts
8901058851298,1,val,OpenFoodFacts
8906010501419,1,train,OpenFoodFacts
8906006721821,1,test,OpenFoodFacts
0786162002969,1,val,OpenFoodFacts
8904004400588,1,test,OpenFoodFacts
8906010500535,1,train,OpenFoodFacts
8901491702188,1,test,OpenFoodFacts
8906002000494,1,train,OpenFoodFacts
8901491435109,1,train,OpenFoodFacts
8901512540201,1,train,OpenFoodFacts
8901491001854,1,train,OpenFoodFacts
8901063142244,1,train,OpenFoodFacts
8901058904741,1,train,OpenFoodFacts
8906007611602,1,test,OpenFoodFacts
8901725013684,1,train,OpenFoodFacts
8901058875577,1,train,OpenFoodFacts
8904004403626,1,train,OpenFoodFacts
8906005508904,1,train,OpenFoodFacts
0992880034469,1,train,OpenFoodFacts
8901764175015,1,val,OpenFoodFacts
7622202216916,1,train,OpenFoodFacts
8901088213608,1,train,OpenFoodFacts
8901058016116,1,train,OpenFoodFacts
8901063365964,1,train,OpenFoodFacts
8906151420389,1,train,OpenFoodFacts
3948764012600,1,val,OpenFoodFacts
8901719127106,1,train,OpenFoodFacts
8906010500320,1,train,OpenFoodFacts
7622202324697,1,train,OpenFoodFacts
8906031252314,1,val,OpenFoodFacts
8901058022193,1,test,OpenFoodFacts
8901262010023,1,train,OpenFoodFacts
8901262020046,1,train,OpenFoodFacts
8906017290125,1,test,OpenFoodFacts
8902579103170,1,train,OpenFoodFacts
8000500347508,1,train,OpenFoodFacts
8901499010483,1,train,OpenFoodFacts
8904004407617,1,train,OpenFoodFacts
8901262071864,1,train,OpenFoodFacts
8901246005373,1,test,OpenFoodFacts
8906010261078,1,train,OpenFoodFacts
8901030902383,1,train,OpenFoodFacts
8906006783058,1,val,OpenFoodFacts
8904272600154,1,train,OpenFoodFacts
8901063162648,1,test,OpenFoodFacts
8901207019234,1,test,OpenFoodFacts
7622201763329,1,train,OpenFoodFacts
8902080204052,1,test,OpenFoodFacts
8904320015404,1,train,OpenFoodFacts
8906010501198,1,train,OpenFoodFacts
00001295,1,train,OpenFoodFacts
8906090573047,1,train,OpenFoodFacts
